game_id,stand_id,predicted_transaction_count
G2025003,STAND10,386.92994344131415
G2025003,STAND11,386.92994344131415
G2025003,STAND12,386.92994344131415
G2025003,STAND15,386.92994344131415
G2025003,STAND16,386.92994344131415
G2025003,STAND17,386.92994344131415
G2025003,STAND18,386.92994344131415
G2025003,STAND19,386.92994344131415
G2025003,STAND20,386.92994344131415
G2025003,STAND21,386.92994344131415
G2025003,STAND22,386.92994344131415
G2025003,STAND24,386.92994344131415
G2025003,STAND3,386.92994344131415
G2025003,STAND4,386.92994344131415
G2025003,STAND5,386.92994344131415
G2025003,STAND6,386.92994344131415
G2025003,STAND7,386.92994344131415
G2025003,STAND9,386.92994344131415
G2025003,STAND1,386.7314903841465
G2025003,STAND14,386.5641231515455
G2025003,STAND8,386.1275155439526
G2025003,STAND2,386.00472334332073
G2025003,STAND23,384.95805927308476
G2025004,STAND2,470.42064632694576
G2025004,STAND23,464.53604069975125
G2025004,STAND10,464.4224378323209
G2025004,STAND5,464.26061534630617
G2025004,STAND14,464.13416169461044
G2025004,STAND9,464.07784447595424
G2025004,STAND20,463.8772339168117
G2025004,STAND17,463.7895827449675
G2025004,STAND11,463.6747482914056
G2025004,STAND12,463.6747482914056
G2025004,STAND13,463.6747482914056
G2025004,STAND15,463.6747482914056
G2025004,STAND16,463.6747482914056
G2025004,STAND22,463.6747482914056
G2025004,STAND24,463.6747482914056
G2025004,STAND3,463.6747482914056
G2025004,STAND6,463.6747482914056
G2025004,STAND7,463.6747482914056
G2025004,STAND8,463.6747482914056
G2025004,STAND19,463.09044554002094
G2025004,STAND4,462.4310261945884
G2025004,STAND21,460.0417813460253
G2025004,STAND1,459.07395238816827
G2025004,STAND18,454.96616306200355
G2025005,STAND12,411.2864174885441
G2025005,STAND15,411.003830667294
G2025005,STAND13,410.8770270118983
G2025005,STAND19,409.9516830814042
G2025005,STAND4,409.6349774705716
G2025005,STAND9,409.62791647313344
G2025005,STAND1,408.93616312279545
G2025005,STAND10,408.93616312279545
G2025005,STAND11,408.93616312279545
G2025005,STAND14,408.93616312279545
G2025005,STAND16,408.93616312279545
G2025005,STAND18,408.93616312279545
G2025005,STAND2,408.93616312279545
G2025005,STAND20,408.93616312279545
G2025005,STAND21,408.93616312279545
G2025005,STAND24,408.93616312279545
G2025005,STAND3,408.93616312279545
G2025005,STAND5,408.93616312279545
G2025005,STAND6,408.93616312279545
G2025005,STAND7,408.93616312279545
G2025005,STAND8,408.6313430071165
G2025005,STAND23,407.4717752631696
G2025005,STAND22,406.8444357488825
G2025005,STAND17,405.871578826769
G2025006,STAND2,360.6366593557282
G2025006,STAND22,356.4165548972421
G2025006,STAND11,355.87061180352185
G2025006,STAND12,355.87061180352185
G2025006,STAND13,355.87061180352185
G2025006,STAND15,355.87061180352185
G2025006,STAND16,355.87061180352185
G2025006,STAND17,355.87061180352185
G2025006,STAND18,355.87061180352185
G2025006,STAND19,355.87061180352185
G2025006,STAND20,355.87061180352185
G2025006,STAND21,355.87061180352185
G2025006,STAND23,355.87061180352185
G2025006,STAND24,355.87061180352185
G2025006,STAND4,355.87061180352185
G2025006,STAND5,355.87061180352185
G2025006,STAND6,355.87061180352185
G2025006,STAND7,355.87061180352185
G2025006,STAND9,355.87061180352185
G2025006,STAND14,355.7411627405444
G2025006,STAND3,354.72473814602006
G2025006,STAND8,354.4266069696623
G2025006,STAND10,354.1888821684576
G2025006,STAND1,354.0073514728967
G2025007,STAND8,450.7532731679964
G2025007,STAND13,450.7356699594513
G2025007,STAND6,446.5972153654526
G2025007,STAND1,446.2570525999228
G2025007,STAND10,446.2570525999228
G2025007,STAND11,446.2570525999228
G2025007,STAND12,446.2570525999228
G2025007,STAND14,446.2570525999228
G2025007,STAND15,446.2570525999228
G2025007,STAND16,446.2570525999228
G2025007,STAND17,446.2570525999228
G2025007,STAND18,446.2570525999228
G2025007,STAND19,446.2570525999228
G2025007,STAND2,446.2570525999228
G2025007,STAND20,446.2570525999228
G2025007,STAND21,446.2570525999228
G2025007,STAND22,446.2570525999228
G2025007,STAND23,446.2570525999228
G2025007,STAND24,446.2570525999228
G2025007,STAND3,446.2570525999228
G2025007,STAND4,446.2570525999228
G2025007,STAND5,446.2570525999228
G2025007,STAND7,446.2570525999228
G2025007,STAND9,446.2570525999228
G2025008,STAND2,397.9559700061096
G2025008,STAND14,395.587743128795
G2025008,STAND10,394.92452287154265
G2025008,STAND11,394.92452287154265
G2025008,STAND12,394.92452287154265
G2025008,STAND13,394.92452287154265
G2025008,STAND15,394.92452287154265
G2025008,STAND16,394.92452287154265
G2025008,STAND17,394.92452287154265
G2025008,STAND18,394.92452287154265
G2025008,STAND19,394.92452287154265
G2025008,STAND20,394.92452287154265
G2025008,STAND21,394.92452287154265
G2025008,STAND22,394.92452287154265
G2025008,STAND24,394.92452287154265
G2025008,STAND3,394.92452287154265
G2025008,STAND4,394.92452287154265
G2025008,STAND5,394.92452287154265
G2025008,STAND6,394.92452287154265
G2025008,STAND7,394.92452287154265
G2025008,STAND9,394.92452287154265
G2025008,STAND1,394.726069814375
G2025008,STAND8,394.4778043619925
G2025008,STAND23,393.5036492151205
G2025009,STAND20,398.72443228114594
G2025009,STAND14,397.68653065406863
G2025009,STAND11,396.83261926741676
G2025009,STAND12,396.83261926741676
G2025009,STAND13,396.83261926741676
G2025009,STAND15,396.83261926741676
G2025009,STAND16,396.83261926741676
G2025009,STAND18,396.83261926741676
G2025009,STAND19,396.83261926741676
G2025009,STAND21,396.83261926741676
G2025009,STAND23,396.83261926741676
G2025009,STAND24,396.83261926741676
G2025009,STAND3,396.83261926741676
G2025009,STAND4,396.83261926741676
G2025009,STAND5,396.83261926741676
G2025009,STAND6,396.83261926741676
G2025009,STAND7,396.83261926741676
G2025009,STAND8,396.83261926741676
G2025009,STAND22,396.77113438417274
G2025009,STAND2,396.7662065908861
G2025009,STAND10,395.5320373156274
G2025009,STAND17,393.9765925757615
G2025009,STAND1,393.72950823958024
G2025009,STAND9,384.9711412630316
G2025010,STAND12,477.12812498704994
G2025010,STAND9,476.51760906836563
G2025010,STAND13,476.0831478007392
G2025010,STAND4,475.19063243087663
G2025010,STAND19,475.1578038702451
G2025010,STAND17,474.3704095870523
G2025010,STAND1,474.14228391163635
G2025010,STAND10,474.14228391163635
G2025010,STAND11,474.14228391163635
G2025010,STAND14,474.14228391163635
G2025010,STAND15,474.14228391163635
G2025010,STAND16,474.14228391163635
G2025010,STAND2,474.14228391163635
G2025010,STAND20,474.14228391163635
G2025010,STAND21,474.14228391163635
G2025010,STAND24,474.14228391163635
G2025010,STAND3,474.14228391163635
G2025010,STAND5,474.14228391163635
G2025010,STAND6,474.14228391163635
G2025010,STAND7,474.14228391163635
G2025010,STAND8,473.62390828973344
G2025010,STAND18,472.1467185931453
G2025010,STAND23,470.52514237694646
G2025010,STAND22,469.89700210668695
G2025011,STAND2,362.40435880833064
G2025011,STAND22,362.35478711340625
G2025011,STAND11,361.808844019686
G2025011,STAND12,361.808844019686
G2025011,STAND13,361.808844019686
G2025011,STAND15,361.808844019686
G2025011,STAND16,361.808844019686
G2025011,STAND17,361.808844019686
G2025011,STAND18,361.808844019686
G2025011,STAND19,361.808844019686
G2025011,STAND20,361.808844019686
G2025011,STAND21,361.808844019686
G2025011,STAND24,361.808844019686
G2025011,STAND4,361.808844019686
G2025011,STAND5,361.808844019686
G2025011,STAND6,361.808844019686
G2025011,STAND7,361.808844019686
G2025011,STAND9,361.808844019686
G2025011,STAND14,361.6793949567085
G2025011,STAND1,360.8132284416039
G2025011,STAND3,360.6629703621842
G2025011,STAND8,359.877564499503
G2025011,STAND10,354.79752677004967
G2025011,STAND23,343.55392781151977
G2025012,STAND21,484.7307107928528
G2025012,STAND13,482.8030344855521
G2025012,STAND2,478.6922712875877
G2025012,STAND6,478.6442939316014
G2025012,STAND1,478.52556291491203
G2025012,STAND10,478.52556291491203
G2025012,STAND11,478.52556291491203
G2025012,STAND12,478.52556291491203
G2025012,STAND14,478.52556291491203
G2025012,STAND15,478.52556291491203
G2025012,STAND17,478.52556291491203
G2025012,STAND18,478.52556291491203
G2025012,STAND19,478.52556291491203
G2025012,STAND20,478.52556291491203
G2025012,STAND22,478.52556291491203
G2025012,STAND24,478.52556291491203
G2025012,STAND3,478.52556291491203
G2025012,STAND4,478.52556291491203
G2025012,STAND5,478.52556291491203
G2025012,STAND7,478.52556291491203
G2025012,STAND9,478.52556291491203
G2025012,STAND16,478.1710298557715
G2025012,STAND23,476.2424474044191
G2025012,STAND8,468.9803133076393
G2025013,STAND2,394.14098878700725
G2025013,STAND17,390.3715763201608
G2025013,STAND10,389.1525251279726
G2025013,STAND11,389.1525251279726
G2025013,STAND12,389.1525251279726
G2025013,STAND13,389.1525251279726
G2025013,STAND15,389.1525251279726
G2025013,STAND16,389.1525251279726
G2025013,STAND18,389.1525251279726
G2025013,STAND19,389.1525251279726
G2025013,STAND20,389.1525251279726
G2025013,STAND22,389.1525251279726
G2025013,STAND24,389.1525251279726
G2025013,STAND3,389.1525251279726
G2025013,STAND4,389.1525251279726
G2025013,STAND5,389.1525251279726
G2025013,STAND6,389.1525251279726
G2025013,STAND7,389.1525251279726
G2025013,STAND9,389.1525251279726
G2025013,STAND8,388.70580661842246
G2025013,STAND14,388.68410153509404
G2025013,STAND21,387.8908285716459
G2025013,STAND23,387.73165147155044
G2025013,STAND1,381.4994483699133
G2025014,STAND20,398.72443228114594
G2025014,STAND14,397.68653065406863
G2025014,STAND11,396.83261926741676
G2025014,STAND12,396.83261926741676
G2025014,STAND13,396.83261926741676
G2025014,STAND15,396.83261926741676
G2025014,STAND16,396.83261926741676
G2025014,STAND18,396.83261926741676
G2025014,STAND19,396.83261926741676
G2025014,STAND21,396.83261926741676
G2025014,STAND23,396.83261926741676
G2025014,STAND24,396.83261926741676
G2025014,STAND3,396.83261926741676
G2025014,STAND4,396.83261926741676
G2025014,STAND5,396.83261926741676
G2025014,STAND6,396.83261926741676
G2025014,STAND7,396.83261926741676
G2025014,STAND8,396.83261926741676
G2025014,STAND22,396.77113438417274
G2025014,STAND2,396.7662065908861
G2025014,STAND10,395.5320373156274
G2025014,STAND17,393.9765925757615
G2025014,STAND1,393.72950823958024
G2025014,STAND9,384.9711412630316
G2025015,STAND23,437.0685179998783
G2025015,STAND12,435.0508125226374
G2025015,STAND4,434.3603580316586
G2025015,STAND19,434.3183833960963
G2025015,STAND9,433.9946167878255
G2025015,STAND1,433.30286343748753
G2025015,STAND10,433.30286343748753
G2025015,STAND11,433.30286343748753
G2025015,STAND13,433.30286343748753
G2025015,STAND14,433.30286343748753
G2025015,STAND15,433.30286343748753
G2025015,STAND16,433.30286343748753
G2025015,STAND2,433.30286343748753
G2025015,STAND20,433.30286343748753
G2025015,STAND21,433.30286343748753
G2025015,STAND24,433.30286343748753
G2025015,STAND3,433.30286343748753
G2025015,STAND5,433.30286343748753
G2025015,STAND6,433.30286343748753
G2025015,STAND7,433.30286343748753
G2025015,STAND8,432.9980433218086
G2025015,STAND22,431.07991077678753
G2025015,STAND17,430.2382791414611
G2025015,STAND18,415.63393540982133
G2025016,STAND2,437.28960320414876
G2025016,STAND10,433.7516297094763
G2025016,STAND11,432.9155940359256
G2025016,STAND12,432.9155940359256
G2025016,STAND13,432.9155940359256
G2025016,STAND15,432.9155940359256
G2025016,STAND16,432.9155940359256
G2025016,STAND17,432.9155940359256
G2025016,STAND18,432.9155940359256
G2025016,STAND19,432.9155940359256
G2025016,STAND20,432.9155940359256
G2025016,STAND21,432.9155940359256
G2025016,STAND23,432.9155940359256
G2025016,STAND24,432.9155940359256
G2025016,STAND4,432.9155940359256
G2025016,STAND5,432.9155940359256
G2025016,STAND6,432.9155940359256
G2025016,STAND7,432.9155940359256
G2025016,STAND9,432.9155940359256
G2025016,STAND14,432.78614497294814
G2025016,STAND3,431.7697203784238
G2025016,STAND8,431.47158920206607
G2025016,STAND1,430.4389289821438
G2025016,STAND22,426.5510324746284
G2025017,STAND6,374.9493777550484
G2025017,STAND2,374.55204808130816
G2025017,STAND1,374.3853397086325
G2025017,STAND10,374.3853397086325
G2025017,STAND11,374.3853397086325
G2025017,STAND12,374.3853397086325
G2025017,STAND14,374.3853397086325
G2025017,STAND15,374.3853397086325
G2025017,STAND18,374.3853397086325
G2025017,STAND19,374.3853397086325
G2025017,STAND20,374.3853397086325
G2025017,STAND21,374.3853397086325
G2025017,STAND22,374.3853397086325
G2025017,STAND23,374.3853397086325
G2025017,STAND24,374.3853397086325
G2025017,STAND3,374.3853397086325
G2025017,STAND4,374.3853397086325
G2025017,STAND5,374.3853397086325
G2025017,STAND7,374.3853397086325
G2025017,STAND16,374.030806649492
G2025017,STAND13,373.64292633620585
G2025017,STAND17,372.67828878795734
G2025017,STAND8,372.4499593268541
G2025017,STAND9,359.88517274327506
G2025018,STAND12,425.66592289812917
G2025018,STAND4,424.9663223322196
G2025018,STAND2,424.19461255459254
G2025018,STAND9,424.040802736247
G2025018,STAND1,423.9179738129793
G2025018,STAND10,423.9179738129793
G2025018,STAND11,423.9179738129793
G2025018,STAND13,423.9179738129793
G2025018,STAND14,423.9179738129793
G2025018,STAND15,423.9179738129793
G2025018,STAND16,423.9179738129793
G2025018,STAND19,423.9179738129793
G2025018,STAND20,423.9179738129793
G2025018,STAND21,423.9179738129793
G2025018,STAND24,423.9179738129793
G2025018,STAND3,423.9179738129793
G2025018,STAND5,423.9179738129793
G2025018,STAND6,423.9179738129793
G2025018,STAND7,423.9179738129793
G2025018,STAND8,423.6131536973004
G2025018,STAND23,423.53116756872214
G2025018,STAND17,421.9938422699212
G2025018,STAND18,421.0513968628046
G2025018,STAND22,417.63831066578786
G2025019,STAND13,450.023079475861
G2025019,STAND8,449.3468036289887
G2025019,STAND20,449.1275871457125
G2025019,STAND14,449.0674515680645
G2025019,STAND10,448.4042313108121
G2025019,STAND12,448.4042313108121
G2025019,STAND15,448.4042313108121
G2025019,STAND16,448.4042313108121
G2025019,STAND17,448.4042313108121
G2025019,STAND18,448.4042313108121
G2025019,STAND19,448.4042313108121
G2025019,STAND21,448.4042313108121
G2025019,STAND22,448.4042313108121
G2025019,STAND24,448.4042313108121
G2025019,STAND3,448.4042313108121
G2025019,STAND4,448.4042313108121
G2025019,STAND5,448.4042313108121
G2025019,STAND6,448.4042313108121
G2025019,STAND7,448.4042313108121
G2025019,STAND9,448.4042313108121
G2025019,STAND1,448.2057782536445
G2025019,STAND2,448.19454708735043
G2025019,STAND23,447.05759130600484
G2025019,STAND11,445.0728672965022
G2025020,STAND18,450.6256618075577
G2025020,STAND19,449.3783250553481
G2025020,STAND14,449.0022511257604
G2025020,STAND20,448.7019911237574
G2025020,STAND10,448.0340008970185
G2025020,STAND11,447.46628014908123
G2025020,STAND12,447.46628014908123
G2025020,STAND13,447.46628014908123
G2025020,STAND15,447.46628014908123
G2025020,STAND16,447.46628014908123
G2025020,STAND23,447.46628014908123
G2025020,STAND24,447.46628014908123
G2025020,STAND3,447.46628014908123
G2025020,STAND4,447.46628014908123
G2025020,STAND5,447.46628014908123
G2025020,STAND6,447.46628014908123
G2025020,STAND7,447.46628014908123
G2025020,STAND8,447.46628014908123
G2025020,STAND22,447.4047952658372
G2025020,STAND2,447.39986747255057
G2025020,STAND9,446.98369349573466
G2025020,STAND17,446.83522998919386
G2025020,STAND21,445.9726494496379
G2025020,STAND1,444.1551622504806
G2025021,STAND13,435.3465302011792
G2025021,STAND6,431.3753715538347
G2025021,STAND2,431.2357670032148
G2025021,STAND1,431.06905863053913
G2025021,STAND10,431.06905863053913
G2025021,STAND11,431.06905863053913
G2025021,STAND12,431.06905863053913
G2025021,STAND14,431.06905863053913
G2025021,STAND15,431.06905863053913
G2025021,STAND17,431.06905863053913
G2025021,STAND18,431.06905863053913
G2025021,STAND19,431.06905863053913
G2025021,STAND20,431.06905863053913
G2025021,STAND21,431.06905863053913
G2025021,STAND22,431.06905863053913
G2025021,STAND24,431.06905863053913
G2025021,STAND3,431.06905863053913
G2025021,STAND4,431.06905863053913
G2025021,STAND5,431.06905863053913
G2025021,STAND7,431.06905863053913
G2025021,STAND9,431.06905863053913
G2025021,STAND16,430.7145255713986
G2025021,STAND8,429.2009702868605
G2025021,STAND23,428.7859431200462
G2025022,STAND22,366.407074422026
G2025022,STAND15,365.91991441458924
G2025022,STAND9,365.0398287476274
G2025022,STAND12,364.5286882110275
G2025022,STAND23,364.3022693143355
G2025022,STAND2,364.12888561170394
G2025022,STAND1,363.8522468700907
G2025022,STAND10,363.8522468700907
G2025022,STAND11,363.8522468700907
G2025022,STAND13,363.8522468700907
G2025022,STAND14,363.8522468700907
G2025022,STAND16,363.8522468700907
G2025022,STAND18,363.8522468700907
G2025022,STAND19,363.8522468700907
G2025022,STAND20,363.8522468700907
G2025022,STAND21,363.8522468700907
G2025022,STAND24,363.8522468700907
G2025022,STAND3,363.8522468700907
G2025022,STAND5,363.8522468700907
G2025022,STAND6,363.8522468700907
G2025022,STAND7,363.8522468700907
G2025022,STAND8,363.5474267544118
G2025022,STAND4,360.86407009414853
G2025022,STAND17,360.78766257406426
G2025023,STAND2,455.1547558319916
G2025023,STAND22,452.0147974971997
G2025023,STAND10,451.4217443112957
G2025023,STAND14,451.2939245413718
G2025023,STAND11,450.99617847199426
G2025023,STAND12,450.99617847199426
G2025023,STAND13,450.99617847199426
G2025023,STAND15,450.99617847199426
G2025023,STAND16,450.99617847199426
G2025023,STAND17,450.99617847199426
G2025023,STAND18,450.99617847199426
G2025023,STAND19,450.99617847199426
G2025023,STAND20,450.99617847199426
G2025023,STAND21,450.99617847199426
G2025023,STAND23,450.99617847199426
G2025023,STAND24,450.99617847199426
G2025023,STAND4,450.99617847199426
G2025023,STAND5,450.99617847199426
G2025023,STAND6,450.99617847199426
G2025023,STAND7,450.99617847199426
G2025023,STAND9,450.99617847199426
G2025023,STAND3,449.85030481449246
G2025023,STAND8,448.76891985807185
G2025023,STAND1,447.03039350576347
G2025024,STAND13,430.6990640007439
G2025024,STAND6,425.69777399577
G2025024,STAND2,425.55816944515004
G2025024,STAND1,425.3914610724744
G2025024,STAND10,425.3914610724744
G2025024,STAND11,425.3914610724744
G2025024,STAND12,425.3914610724744
G2025024,STAND14,425.3914610724744
G2025024,STAND15,425.3914610724744
G2025024,STAND17,425.3914610724744
G2025024,STAND18,425.3914610724744
G2025024,STAND19,425.3914610724744
G2025024,STAND20,425.3914610724744
G2025024,STAND21,425.3914610724744
G2025024,STAND22,425.3914610724744
G2025024,STAND23,425.3914610724744
G2025024,STAND24,425.3914610724744
G2025024,STAND3,425.3914610724744
G2025024,STAND4,425.3914610724744
G2025024,STAND5,425.3914610724744
G2025024,STAND7,425.3914610724744
G2025024,STAND9,425.3914610724744
G2025024,STAND16,425.03692801333386
G2025024,STAND8,423.5233727287958
G2025025,STAND18,422.9719191796225
G2025025,STAND21,421.1900576474518
G2025025,STAND23,419.3786293328116
G2025025,STAND19,417.7323640998979
G2025025,STAND14,416.8506717790588
G2025025,STAND10,415.9212214239774
G2025025,STAND11,415.9212214239774
G2025025,STAND12,415.9212214239774
G2025025,STAND13,415.9212214239774
G2025025,STAND16,415.9212214239774
G2025025,STAND17,415.9212214239774
G2025025,STAND20,415.9212214239774
G2025025,STAND22,415.9212214239774
G2025025,STAND24,415.9212214239774
G2025025,STAND3,415.9212214239774
G2025025,STAND4,415.9212214239774
G2025025,STAND5,415.9212214239774
G2025025,STAND6,415.9212214239774
G2025025,STAND7,415.9212214239774
G2025025,STAND1,415.72276836680976
G2025025,STAND2,415.4532938427576
G2025025,STAND8,415.397354146012
G2025025,STAND15,413.38846777351426
G2025025,STAND9,410.286760788118
G2025026,STAND2,438.7920454868006
G2025026,STAND20,433.3850456217493
G2025026,STAND23,432.9074398596061
G2025026,STAND5,432.632014506161
G2025026,STAND14,432.5765896396042
G2025026,STAND11,432.0461474512604
G2025026,STAND12,432.0461474512604
G2025026,STAND13,432.0461474512604
G2025026,STAND15,432.0461474512604
G2025026,STAND16,432.0461474512604
G2025026,STAND22,432.0461474512604
G2025026,STAND24,432.0461474512604
G2025026,STAND3,432.0461474512604
G2025026,STAND6,432.0461474512604
G2025026,STAND7,432.0461474512604
G2025026,STAND8,432.0461474512604
G2025026,STAND9,431.78490703213555
G2025026,STAND10,431.4735084713012
G2025026,STAND19,431.46184469987577
G2025026,STAND4,430.8024253544433
G2025026,STAND17,430.19236112290196
G2025026,STAND21,428.4131805058801
G2025026,STAND1,427.98227333901053
G2025026,STAND18,423.3375622218584
G2025027,STAND6,381.04078289123186
G2025027,STAND13,379.0442374760048
G2025027,STAND12,378.82490380026223
G2025027,STAND19,378.09247467372114
G2025027,STAND9,377.76870806545037
G2025027,STAND4,377.44218507747684
G2025027,STAND1,377.0769547151124
G2025027,STAND10,377.0769547151124
G2025027,STAND11,377.0769547151124
G2025027,STAND14,377.0769547151124
G2025027,STAND15,377.0769547151124
G2025027,STAND16,377.0769547151124
G2025027,STAND18,377.0769547151124
G2025027,STAND2,377.0769547151124
G2025027,STAND20,377.0769547151124
G2025027,STAND21,377.0769547151124
G2025027,STAND24,377.0769547151124
G2025027,STAND3,377.0769547151124
G2025027,STAND5,377.0769547151124
G2025027,STAND8,376.77213459943346
G2025027,STAND23,376.6901484708552
G2025027,STAND7,375.4354211075443
G2025027,STAND22,374.8540020544124
G2025027,STAND17,373.06901802886284
G2025028,STAND22,345.6907006273775
G2025028,STAND11,344.56962042541545
G2025028,STAND12,344.56962042541545
G2025028,STAND13,344.56962042541545
G2025028,STAND15,344.56962042541545
G2025028,STAND16,344.56962042541545
G2025028,STAND17,344.56962042541545
G2025028,STAND18,344.56962042541545
G2025028,STAND19,344.56962042541545
G2025028,STAND20,344.56962042541545
G2025028,STAND21,344.56962042541545
G2025028,STAND23,344.56962042541545
G2025028,STAND24,344.56962042541545
G2025028,STAND4,344.56962042541545
G2025028,STAND5,344.56962042541545
G2025028,STAND6,344.56962042541545
G2025028,STAND7,344.56962042541545
G2025028,STAND9,344.56962042541545
G2025028,STAND14,344.440171362438
G2025028,STAND2,344.4101676878868
G2025028,STAND3,343.42374676791366
G2025028,STAND8,343.1256155915559
G2025028,STAND1,342.9020742987964
G2025028,STAND10,342.8878907903512
G2025029,STAND21,440.8091564365088
G2025029,STAND13,437.72082061379615
G2025029,STAND2,434.77071693124367
G2025029,STAND6,434.72273957525744
G2025029,STAND1,434.604008558568
G2025029,STAND10,434.604008558568
G2025029,STAND11,434.604008558568
G2025029,STAND12,434.604008558568
G2025029,STAND14,434.604008558568
G2025029,STAND15,434.604008558568
G2025029,STAND17,434.604008558568
G2025029,STAND18,434.604008558568
G2025029,STAND19,434.604008558568
G2025029,STAND20,434.604008558568
G2025029,STAND22,434.604008558568
G2025029,STAND24,434.604008558568
G2025029,STAND3,434.604008558568
G2025029,STAND4,434.604008558568
G2025029,STAND5,434.604008558568
G2025029,STAND7,434.604008558568
G2025029,STAND9,434.604008558568
G2025029,STAND16,434.2494754994275
G2025029,STAND8,432.54833830828323
G2025029,STAND23,432.3208930480751
G2025030,STAND21,417.01601540782974
G2025030,STAND13,401.0945286885667
G2025030,STAND2,399.0195849413848
G2025030,STAND8,398.2539959179913
G2025030,STAND10,397.73256061546857
G2025030,STAND12,397.73256061546857
G2025030,STAND15,397.73256061546857
G2025030,STAND16,397.73256061546857
G2025030,STAND17,397.73256061546857
G2025030,STAND18,397.73256061546857
G2025030,STAND19,397.73256061546857
G2025030,STAND20,397.73256061546857
G2025030,STAND22,397.73256061546857
G2025030,STAND24,397.73256061546857
G2025030,STAND3,397.73256061546857
G2025030,STAND4,397.73256061546857
G2025030,STAND5,397.73256061546857
G2025030,STAND6,397.73256061546857
G2025030,STAND7,397.73256061546857
G2025030,STAND9,397.73256061546857
G2025030,STAND14,396.23509647556904
G2025030,STAND23,395.7606764472392
G2025030,STAND11,393.39948774466677
G2025030,STAND1,390.0794838574093
G2025031,STAND19,347.7316344147538
G2025031,STAND9,341.4874086702232
G2025031,STAND11,340.63513392003415
G2025031,STAND12,340.63513392003415
G2025031,STAND13,340.63513392003415
G2025031,STAND15,340.63513392003415
G2025031,STAND16,340.63513392003415
G2025031,STAND18,340.63513392003415
G2025031,STAND21,340.63513392003415
G2025031,STAND23,340.63513392003415
G2025031,STAND24,340.63513392003415
G2025031,STAND3,340.63513392003415
G2025031,STAND4,340.63513392003415
G2025031,STAND5,340.63513392003415
G2025031,STAND6,340.63513392003415
G2025031,STAND7,340.63513392003415
G2025031,STAND8,340.63513392003415
G2025031,STAND22,340.57364903679013
G2025031,STAND2,340.5687212435035
G2025031,STAND14,339.25463250425804
G2025031,STAND17,338.368041075805
G2025031,STAND20,338.2923174298016
G2025031,STAND1,337.53202289219763
G2025031,STAND10,333.7885183545061
G2025032,STAND3,331.29360643545067
G2025032,STAND4,329.85760007914536
G2025032,STAND9,329.8505390817072
G2025032,STAND8,329.31462959309306
G2025032,STAND1,329.1587857313692
G2025032,STAND10,329.1587857313692
G2025032,STAND11,329.1587857313692
G2025032,STAND13,329.1587857313692
G2025032,STAND14,329.1587857313692
G2025032,STAND15,329.1587857313692
G2025032,STAND16,329.1587857313692
