game_id,game_date,opponent,section,base_price,demand_percentile,recommended_price_adjustment_pct,recommended_price
G2025001,2025-10-22,Nuggets,S124,94.85,0.024,-14.3,81.29
G2025001,2025-10-22,Nuggets,S113,94.82,0.024,-14.3,81.26
G2025001,2025-10-22,Nuggets,S104,94.81,0.024,-14.3,81.25
G2025001,2025-10-22,Nuggets,S131,94.79,0.024,-14.3,81.24
G2025001,2025-10-22,Nuggets,S130,94.79,0.024,-14.3,81.24
G2025001,2025-10-22,Nuggets,S111,94.73,0.024,-14.3,81.18
G2025001,2025-10-22,Nuggets,S126,94.72,0.024,-14.3,81.18
G2025001,2025-10-22,Nuggets,S105,94.61,0.024,-14.3,81.08
G2025001,2025-10-22,Nuggets,S132,94.57,0.024,-14.3,81.05
G2025001,2025-10-22,Nuggets,S107,94.51,0.024,-14.3,81.0
G2025001,2025-10-22,Nuggets,S106,94.48,0.024,-14.3,80.97
G2025001,2025-10-22,Nuggets,S117,94.47,0.024,-14.3,80.96
G2025001,2025-10-22,Nuggets,S112,94.41,0.024,-14.3,80.91
G2025002,2025-10-23,Bucks,S109,95.45,0.085,-12.4,83.61
G2025002,2025-10-23,Bucks,S114,95.43,0.085,-12.4,83.6
G2025002,2025-10-23,Bucks,S134,95.43,0.085,-12.4,83.6
G2025002,2025-10-23,Bucks,S133,95.37,0.085,-12.4,83.54
G2025002,2025-10-23,Bucks,S127,95.3,0.085,-12.4,83.48
G2025002,2025-10-23,Bucks,S115,95.25,0.085,-12.4,83.44
G2025002,2025-10-23,Bucks,S129,95.23,0.085,-12.4,83.42
G2025002,2025-10-23,Bucks,S118,95.18,0.085,-12.4,83.38
G2025002,2025-10-23,Bucks,S103,95.17,0.085,-12.4,83.37
G2025002,2025-10-23,Bucks,S122,95.15,0.085,-12.4,83.35
G2025002,2025-10-23,Bucks,S110,95.1,0.085,-12.4,83.31
G2025002,2025-10-23,Bucks,S108,95.09,0.085,-12.4,83.3
G2025002,2025-10-23,Bucks,S100,95.07,0.085,-12.4,83.28
G2025002,2025-10-23,Bucks,S101,95.04,0.085,-12.4,83.26
G2025002,2025-10-23,Bucks,S119,95.01,0.085,-12.4,83.23
G2025002,2025-10-23,Bucks,S125,94.99,0.085,-12.4,83.21
G2025002,2025-10-23,Bucks,S123,94.97,0.085,-12.4,83.19
G2025002,2025-10-23,Bucks,S128,94.95,0.085,-12.4,83.18
G2025002,2025-10-23,Bucks,S116,94.92,0.085,-12.4,83.15
G2025002,2025-10-23,Bucks,S121,94.91,0.085,-12.4,83.14
G2025002,2025-10-23,Bucks,S120,94.88,0.085,-12.4,83.11
G2025002,2025-10-23,Bucks,S102,94.85,0.085,-12.4,83.09
G2025002,2025-10-23,Bucks,S124,94.85,0.085,-12.4,83.09
G2025002,2025-10-23,Bucks,S113,94.82,0.085,-12.4,83.06
G2025002,2025-10-23,Bucks,S104,94.81,0.085,-12.4,83.05
G2025002,2025-10-23,Bucks,S131,94.79,0.085,-12.4,83.04
G2025002,2025-10-23,Bucks,S130,94.79,0.085,-12.4,83.04
G2025002,2025-10-23,Bucks,S111,94.73,0.085,-12.4,82.98
G2025002,2025-10-23,Bucks,S126,94.72,0.085,-12.4,82.97
G2025002,2025-10-23,Bucks,S105,94.61,0.085,-12.4,82.88
G2025002,2025-10-23,Bucks,S132,94.57,0.085,-12.4,82.84
G2025002,2025-10-23,Bucks,S107,94.51,0.085,-12.4,82.79
G2025002,2025-10-23,Bucks,S106,94.48,0.085,-12.4,82.76
G2025002,2025-10-23,Bucks,S117,94.47,0.085,-12.4,82.76
G2025002,2025-10-23,Bucks,S112,94.41,0.085,-12.4,82.7
G2025003,2025-10-24,Pacers,S109,95.45,0.494,-0.2,95.26
G2025003,2025-10-24,Pacers,S114,95.43,0.494,-0.2,95.24
G2025003,2025-10-24,Pacers,S134,95.43,0.494,-0.2,95.24
G2025003,2025-10-24,Pacers,S133,95.37,0.494,-0.2,95.18
G2025003,2025-10-24,Pacers,S127,95.3,0.494,-0.2,95.11
G2025003,2025-10-24,Pacers,S115,95.25,0.494,-0.2,95.06
G2025003,2025-10-24,Pacers,S129,95.23,0.494,-0.2,95.04
G2025003,2025-10-24,Pacers,S118,95.18,0.494,-0.2,94.99
G2025003,2025-10-24,Pacers,S103,95.17,0.494,-0.2,94.98
G2025003,2025-10-24,Pacers,S122,95.15,0.494,-0.2,94.96
G2025003,2025-10-24,Pacers,S110,95.1,0.494,-0.2,94.91
G2025003,2025-10-24,Pacers,S108,95.09,0.494,-0.2,94.9
G2025003,2025-10-24,Pacers,S100,95.07,0.494,-0.2,94.88
G2025003,2025-10-24,Pacers,S101,95.04,0.494,-0.2,94.85
G2025003,2025-10-24,Pacers,S119,95.01,0.494,-0.2,94.82
G2025003,2025-10-24,Pacers,S125,94.99,0.494,-0.2,94.8
G2025003,2025-10-24,Pacers,S123,94.97,0.494,-0.2,94.78
G2025003,2025-10-24,Pacers,S128,94.95,0.494,-0.2,94.76
G2025003,2025-10-24,Pacers,S116,94.92,0.494,-0.2,94.73
G2025003,2025-10-24,Pacers,S121,94.91,0.494,-0.2,94.72
G2025003,2025-10-24,Pacers,S120,94.88,0.494,-0.2,94.69
G2025003,2025-10-24,Pacers,S102,94.85,0.494,-0.2,94.66
G2025003,2025-10-24,Pacers,S124,94.85,0.494,-0.2,94.66
G2025003,2025-10-24,Pacers,S113,94.82,0.494,-0.2,94.63
G2025003,2025-10-24,Pacers,S104,94.81,0.494,-0.2,94.62
G2025003,2025-10-24,Pacers,S131,94.79,0.494,-0.2,94.6
G2025003,2025-10-24,Pacers,S130,94.79,0.494,-0.2,94.6
G2025003,2025-10-24,Pacers,S111,94.73,0.494,-0.2,94.54
G2025003,2025-10-24,Pacers,S126,94.72,0.494,-0.2,94.53
G2025003,2025-10-24,Pacers,S105,94.61,0.494,-0.2,94.42
G2025003,2025-10-24,Pacers,S132,94.57,0.494,-0.2,94.38
G2025003,2025-10-24,Pacers,S107,94.51,0.494,-0.2,94.32
G2025003,2025-10-24,Pacers,S106,94.48,0.494,-0.2,94.29
G2025003,2025-10-24,Pacers,S117,94.47,0.494,-0.2,94.28
G2025003,2025-10-24,Pacers,S112,94.41,0.494,-0.2,94.22
G2025004,2025-10-25,Hornets,S109,95.45,0.646,4.4,99.65
G2025004,2025-10-25,Hornets,S114,95.43,0.646,4.4,99.63
G2025004,2025-10-25,Hornets,S134,95.43,0.646,4.4,99.63
G2025004,2025-10-25,Hornets,S133,95.37,0.646,4.4,99.57
G2025004,2025-10-25,Hornets,S127,95.3,0.646,4.4,99.49
G2025004,2025-10-25,Hornets,S115,95.25,0.646,4.4,99.44
G2025004,2025-10-25,Hornets,S129,95.23,0.646,4.4,99.42
G2025004,2025-10-25,Hornets,S118,95.18,0.646,4.4,99.37
G2025004,2025-10-25,Hornets,S103,95.17,0.646,4.4,99.36
G2025004,2025-10-25,Hornets,S122,95.15,0.646,4.4,99.34
G2025004,2025-10-25,Hornets,S110,95.1,0.646,4.4,99.28
G2025004,2025-10-25,Hornets,S108,95.09,0.646,4.4,99.27
G2025004,2025-10-25,Hornets,S100,95.07,0.646,4.4,99.25
G2025004,2025-10-25,Hornets,S101,95.04,0.646,4.4,99.22
G2025004,2025-10-25,Hornets,S119,95.01,0.646,4.4,99.19
G2025004,2025-10-25,Hornets,S125,94.99,0.646,4.4,99.17
G2025004,2025-10-25,Hornets,S123,94.97,0.646,4.4,99.15
G2025004,2025-10-25,Hornets,S128,94.95,0.646,4.4,99.13
G2025004,2025-10-25,Hornets,S116,94.92,0.646,4.4,99.1
G2025004,2025-10-25,Hornets,S121,94.91,0.646,4.4,99.09
G2025004,2025-10-25,Hornets,S120,94.88,0.646,4.4,99.05
G2025004,2025-10-25,Hornets,S102,94.85,0.646,4.4,99.02
G2025004,2025-10-25,Hornets,S124,94.85,0.646,4.4,99.02
G2025004,2025-10-25,Hornets,S113,94.82,0.646,4.4,98.99
G2025004,2025-10-25,Hornets,S104,94.81,0.646,4.4,98.98
G2025004,2025-10-25,Hornets,S131,94.79,0.646,4.4,98.96
G2025004,2025-10-25,Hornets,S130,94.79,0.646,4.4,98.96
G2025004,2025-10-25,Hornets,S111,94.73,0.646,4.4,98.9
G2025004,2025-10-25,Hornets,S126,94.72,0.646,4.4,98.89
G2025004,2025-10-25,Hornets,S105,94.61,0.646,4.4,98.77
G2025004,2025-10-25,Hornets,S132,94.57,0.646,4.4,98.73
G2025004,2025-10-25,Hornets,S107,94.51,0.646,4.4,98.67
G2025004,2025-10-25,Hornets,S106,94.48,0.646,4.4,98.64
G2025004,2025-10-25,Hornets,S117,94.47,0.646,4.4,98.63
G2025004,2025-10-25,Hornets,S112,94.41,0.646,4.4,98.56
G2025005,2025-10-28,Jazz,S109,95.45,0.262,-7.1,88.67
G2025005,2025-10-28,Jazz,S114,95.43,0.262,-7.1,88.65
G2025005,2025-10-28,Jazz,S134,95.43,0.262,-7.1,88.65
G2025005,2025-10-28,Jazz,S133,95.37,0.262,-7.1,88.6
G2025005,2025-10-28,Jazz,S127,95.3,0.262,-7.1,88.53
G2025005,2025-10-28,Jazz,S115,95.25,0.262,-7.1,88.49
G2025005,2025-10-28,Jazz,S129,95.23,0.262,-7.1,88.47
G2025005,2025-10-28,Jazz,S118,95.18,0.262,-7.1,88.42
G2025005,2025-10-28,Jazz,S103,95.17,0.262,-7.1,88.41
G2025005,2025-10-28,Jazz,S122,95.15,0.262,-7.1,88.39
G2025005,2025-10-28,Jazz,S110,95.1,0.262,-7.1,88.35
G2025005,2025-10-28,Jazz,S108,95.09,0.262,-7.1,88.34
G2025005,2025-10-28,Jazz,S100,95.07,0.262,-7.1,88.32
G2025005,2025-10-28,Jazz,S101,95.04,0.262,-7.1,88.29
G2025005,2025-10-28,Jazz,S119,95.01,0.262,-7.1,88.26
G2025005,2025-10-28,Jazz,S125,94.99,0.262,-7.1,88.25
G2025005,2025-10-28,Jazz,S123,94.97,0.262,-7.1,88.23
G2025005,2025-10-28,Jazz,S128,94.95,0.262,-7.1,88.21
G2025005,2025-10-28,Jazz,S116,94.92,0.262,-7.1,88.18
G2025005,2025-10-28,Jazz,S121,94.91,0.262,-7.1,88.17
G2025005,2025-10-28,Jazz,S120,94.88,0.262,-7.1,88.14
G2025005,2025-10-28,Jazz,S102,94.85,0.262,-7.1,88.12
G2025005,2025-10-28,Jazz,S124,94.85,0.262,-7.1,88.12
G2025005,2025-10-28,Jazz,S113,94.82,0.262,-7.1,88.09
G2025005,2025-10-28,Jazz,S104,94.81,0.262,-7.1,88.08
G2025005,2025-10-28,Jazz,S131,94.79,0.262,-7.1,88.06
G2025005,2025-10-28,Jazz,S130,94.79,0.262,-7.1,88.06
G2025005,2025-10-28,Jazz,S111,94.73,0.262,-7.1,88.0
G2025005,2025-10-28,Jazz,S126,94.72,0.262,-7.1,87.99
G2025005,2025-10-28,Jazz,S105,94.61,0.262,-7.1,87.89
G2025005,2025-10-28,Jazz,S132,94.57,0.262,-7.1,87.86
G2025005,2025-10-28,Jazz,S107,94.51,0.262,-7.1,87.8
G2025005,2025-10-28,Jazz,S106,94.48,0.262,-7.1,87.77
G2025005,2025-10-28,Jazz,S117,94.47,0.262,-7.1,87.76
G2025005,2025-10-28,Jazz,S112,94.41,0.262,-7.1,87.71
G2025006,2025-10-31,Jazz,S109,95.45,0.494,-0.2,95.26
G2025006,2025-10-31,Jazz,S114,95.43,0.494,-0.2,95.24
G2025006,2025-10-31,Jazz,S134,95.43,0.494,-0.2,95.24
G2025006,2025-10-31,Jazz,S133,95.37,0.494,-0.2,95.18
G2025006,2025-10-31,Jazz,S127,95.3,0.494,-0.2,95.11
G2025006,2025-10-31,Jazz,S115,95.25,0.494,-0.2,95.06
G2025006,2025-10-31,Jazz,S129,95.23,0.494,-0.2,95.04
G2025006,2025-10-31,Jazz,S118,95.18,0.494,-0.2,94.99
G2025006,2025-10-31,Jazz,S103,95.17,0.494,-0.2,94.98
G2025006,2025-10-31,Jazz,S122,95.15,0.494,-0.2,94.96
G2025006,2025-10-31,Jazz,S110,95.1,0.494,-0.2,94.91
G2025006,2025-10-31,Jazz,S108,95.09,0.494,-0.2,94.9
G2025006,2025-10-31,Jazz,S100,95.07,0.494,-0.2,94.88
G2025006,2025-10-31,Jazz,S101,95.04,0.494,-0.2,94.85
G2025006,2025-10-31,Jazz,S119,95.01,0.494,-0.2,94.82
G2025006,2025-10-31,Jazz,S125,94.99,0.494,-0.2,94.8
G2025006,2025-10-31,Jazz,S123,94.97,0.494,-0.2,94.78
G2025006,2025-10-31,Jazz,S128,94.95,0.494,-0.2,94.76
G2025006,2025-10-31,Jazz,S116,94.92,0.494,-0.2,94.73
G2025006,2025-10-31,Jazz,S121,94.91,0.494,-0.2,94.72
G2025006,2025-10-31,Jazz,S120,94.88,0.494,-0.2,94.69
G2025006,2025-10-31,Jazz,S102,94.85,0.494,-0.2,94.66
G2025006,2025-10-31,Jazz,S124,94.85,0.494,-0.2,94.66
G2025006,2025-10-31,Jazz,S113,94.82,0.494,-0.2,94.63
G2025006,2025-10-31,Jazz,S104,94.81,0.494,-0.2,94.62
G2025006,2025-10-31,Jazz,S131,94.79,0.494,-0.2,94.6
G2025006,2025-10-31,Jazz,S130,94.79,0.494,-0.2,94.6
G2025006,2025-10-31,Jazz,S111,94.73,0.494,-0.2,94.54
G2025006,2025-10-31,Jazz,S126,94.72,0.494,-0.2,94.53
G2025006,2025-10-31,Jazz,S105,94.61,0.494,-0.2,94.42
G2025006,2025-10-31,Jazz,S132,94.57,0.494,-0.2,94.38
G2025006,2025-10-31,Jazz,S107,94.51,0.494,-0.2,94.32
G2025006,2025-10-31,Jazz,S106,94.48,0.494,-0.2,94.29
G2025006,2025-10-31,Jazz,S117,94.47,0.494,-0.2,94.28
G2025006,2025-10-31,Jazz,S112,94.41,0.494,-0.2,94.22
G2025007,2025-11-04,76ers,S109,95.45,0.573,2.2,97.55
G2025007,2025-11-04,76ers,S114,95.43,0.573,2.2,97.53
G2025007,2025-11-04,76ers,S134,95.43,0.573,2.2,97.53
G2025007,2025-11-04,76ers,S133,95.37,0.573,2.2,97.47
G2025007,2025-11-04,76ers,S127,95.3,0.573,2.2,97.4
G2025007,2025-11-04,76ers,S115,95.25,0.573,2.2,97.35
G2025007,2025-11-04,76ers,S129,95.23,0.573,2.2,97.33
G2025007,2025-11-04,76ers,S118,95.18,0.573,2.2,97.27
G2025007,2025-11-04,76ers,S103,95.17,0.573,2.2,97.26
G2025007,2025-11-04,76ers,S122,95.15,0.573,2.2,97.24
G2025007,2025-11-04,76ers,S110,95.1,0.573,2.2,97.19
G2025007,2025-11-04,76ers,S108,95.09,0.573,2.2,97.18
G2025007,2025-11-04,76ers,S100,95.07,0.573,2.2,97.16
G2025007,2025-11-04,76ers,S101,95.04,0.573,2.2,97.13
G2025007,2025-11-04,76ers,S119,95.01,0.573,2.2,97.1
G2025007,2025-11-04,76ers,S125,94.99,0.573,2.2,97.08
G2025007,2025-11-04,76ers,S123,94.97,0.573,2.2,97.06
G2025007,2025-11-04,76ers,S128,94.95,0.573,2.2,97.04
G2025007,2025-11-04,76ers,S116,94.92,0.573,2.2,97.01
G2025007,2025-11-04,76ers,S121,94.91,0.573,2.2,97.0
G2025007,2025-11-04,76ers,S120,94.88,0.573,2.2,96.97
G2025007,2025-11-04,76ers,S102,94.85,0.573,2.2,96.94
G2025007,2025-11-04,76ers,S124,94.85,0.573,2.2,96.94
G2025007,2025-11-04,76ers,S113,94.82,0.573,2.2,96.91
G2025007,2025-11-04,76ers,S104,94.81,0.573,2.2,96.9
G2025007,2025-11-04,76ers,S131,94.79,0.573,2.2,96.88
G2025007,2025-11-04,76ers,S130,94.79,0.573,2.2,96.88
G2025007,2025-11-04,76ers,S111,94.73,0.573,2.2,96.81
G2025007,2025-11-04,76ers,S126,94.72,0.573,2.2,96.8
G2025007,2025-11-04,76ers,S105,94.61,0.573,2.2,96.69
G2025007,2025-11-04,76ers,S132,94.57,0.573,2.2,96.65
G2025007,2025-11-04,76ers,S107,94.51,0.573,2.2,96.59
G2025007,2025-11-04,76ers,S106,94.48,0.573,2.2,96.56
G2025007,2025-11-04,76ers,S117,94.47,0.573,2.2,96.55
G2025007,2025-11-04,76ers,S112,94.41,0.573,2.2,96.49
G2025008,2025-11-08,Bucks,S109,95.45,0.988,14.6,109.39
G2025008,2025-11-08,Bucks,S114,95.43,0.988,14.6,109.36
G2025008,2025-11-08,Bucks,S134,95.43,0.988,14.6,109.36
G2025008,2025-11-08,Bucks,S133,95.37,0.988,14.6,109.29
G2025008,2025-11-08,Bucks,S127,95.3,0.988,14.6,109.21
G2025008,2025-11-08,Bucks,S115,95.25,0.988,14.6,109.16
G2025008,2025-11-08,Bucks,S129,95.23,0.988,14.6,109.13
G2025008,2025-11-08,Bucks,S118,95.18,0.988,14.6,109.08
G2025008,2025-11-08,Bucks,S103,95.17,0.988,14.6,109.06
G2025008,2025-11-08,Bucks,S122,95.15,0.988,14.6,109.04
G2025008,2025-11-08,Bucks,S110,95.1,0.988,14.6,108.98
G2025008,2025-11-08,Bucks,S108,95.09,0.988,14.6,108.97
G2025008,2025-11-08,Bucks,S100,95.07,0.988,14.6,108.95
G2025008,2025-11-08,Bucks,S101,95.04,0.988,14.6,108.92
G2025008,2025-11-08,Bucks,S119,95.01,0.988,14.6,108.88
G2025008,2025-11-08,Bucks,S125,94.99,0.988,14.6,108.86
G2025008,2025-11-08,Bucks,S123,94.97,0.988,14.6,108.84
G2025008,2025-11-08,Bucks,S128,94.95,0.988,14.6,108.81
G2025008,2025-11-08,Bucks,S116,94.92,0.988,14.6,108.78
G2025008,2025-11-08,Bucks,S121,94.91,0.988,14.6,108.77
G2025008,2025-11-08,Bucks,S120,94.88,0.988,14.6,108.73
G2025008,2025-11-08,Bucks,S102,94.85,0.988,14.6,108.7
G2025008,2025-11-08,Bucks,S124,94.85,0.988,14.6,108.7
G2025008,2025-11-08,Bucks,S113,94.82,0.988,14.6,108.66
G2025008,2025-11-08,Bucks,S104,94.81,0.988,14.6,108.65
G2025008,2025-11-08,Bucks,S131,94.79,0.988,14.6,108.63
G2025008,2025-11-08,Bucks,S130,94.79,0.988,14.6,108.63
G2025008,2025-11-08,Bucks,S111,94.73,0.988,14.6,108.56
G2025008,2025-11-08,Bucks,S126,94.72,0.988,14.6,108.55
G2025008,2025-11-08,Bucks,S105,94.61,0.988,14.6,108.42
G2025008,2025-11-08,Bucks,S132,94.57,0.988,14.6,108.38
G2025008,2025-11-08,Bucks,S107,94.51,0.988,14.6,108.31
G2025008,2025-11-08,Bucks,S106,94.48,0.988,14.6,108.27
G2025008,2025-11-08,Bucks,S117,94.47,0.988,14.6,108.26
G2025008,2025-11-08,Bucks,S112,94.41,0.988,14.6,108.19
G2025009,2025-11-10,Kings,S109,95.45,0.604,3.1,98.41
G2025009,2025-11-10,Kings,S114,95.43,0.604,3.1,98.39
G2025009,2025-11-10,Kings,S134,95.43,0.604,3.1,98.39
G2025009,2025-11-10,Kings,S133,95.37,0.604,3.1,98.33
G2025009,2025-11-10,Kings,S127,95.3,0.604,3.1,98.25
G2025009,2025-11-10,Kings,S115,95.25,0.604,3.1,98.2
G2025009,2025-11-10,Kings,S129,95.23,0.604,3.1,98.18
G2025009,2025-11-10,Kings,S118,95.18,0.604,3.1,98.13
G2025009,2025-11-10,Kings,S103,95.17,0.604,3.1,98.12
G2025009,2025-11-10,Kings,S122,95.15,0.604,3.1,98.1
G2025009,2025-11-10,Kings,S110,95.1,0.604,3.1,98.05
G2025009,2025-11-10,Kings,S108,95.09,0.604,3.1,98.04
G2025009,2025-11-10,Kings,S100,95.07,0.604,3.1,98.02
G2025009,2025-11-10,Kings,S101,95.04,0.604,3.1,97.99
G2025009,2025-11-10,Kings,S119,95.01,0.604,3.1,97.96
G2025009,2025-11-10,Kings,S125,94.99,0.604,3.1,97.93
G2025009,2025-11-10,Kings,S123,94.97,0.604,3.1,97.91
G2025009,2025-11-10,Kings,S128,94.95,0.604,3.1,97.89
G2025009,2025-11-10,Kings,S116,94.92,0.604,3.1,97.86
G2025009,2025-11-10,Kings,S121,94.91,0.604,3.1,97.85
G2025009,2025-11-10,Kings,S120,94.88,0.604,3.1,97.82
G2025009,2025-11-10,Kings,S102,94.85,0.604,3.1,97.79
G2025009,2025-11-10,Kings,S124,94.85,0.604,3.1,97.79
G2025009,2025-11-10,Kings,S113,94.82,0.604,3.1,97.76
G2025009,2025-11-10,Kings,S104,94.81,0.604,3.1,97.75
G2025009,2025-11-10,Kings,S131,94.79,0.604,3.1,97.73
G2025009,2025-11-10,Kings,S130,94.79,0.604,3.1,97.73
G2025009,2025-11-10,Kings,S111,94.73,0.604,3.1,97.67
G2025009,2025-11-10,Kings,S126,94.72,0.604,3.1,97.66
G2025009,2025-11-10,Kings,S105,94.61,0.604,3.1,97.54
G2025009,2025-11-10,Kings,S132,94.57,0.604,3.1,97.5
G2025009,2025-11-10,Kings,S107,94.51,0.604,3.1,97.44
G2025009,2025-11-10,Kings,S106,94.48,0.604,3.1,97.41
G2025009,2025-11-10,Kings,S117,94.47,0.604,3.1,97.4
G2025009,2025-11-10,Kings,S112,94.41,0.604,3.1,97.34
G2025010,2025-11-11,Lakers,S109,95.45,0.573,2.2,97.55
G2025010,2025-11-11,Lakers,S114,95.43,0.573,2.2,97.53
G2025010,2025-11-11,Lakers,S134,95.43,0.573,2.2,97.53
G2025010,2025-11-11,Lakers,S133,95.37,0.573,2.2,97.47
G2025010,2025-11-11,Lakers,S127,95.3,0.573,2.2,97.4
G2025010,2025-11-11,Lakers,S115,95.25,0.573,2.2,97.35
G2025010,2025-11-11,Lakers,S129,95.23,0.573,2.2,97.33
G2025010,2025-11-11,Lakers,S118,95.18,0.573,2.2,97.27
G2025010,2025-11-11,Lakers,S103,95.17,0.573,2.2,97.26
G2025010,2025-11-11,Lakers,S122,95.15,0.573,2.2,97.24
G2025010,2025-11-11,Lakers,S110,95.1,0.573,2.2,97.19
G2025010,2025-11-11,Lakers,S108,95.09,0.573,2.2,97.18
G2025010,2025-11-11,Lakers,S100,95.07,0.573,2.2,97.16
G2025010,2025-11-11,Lakers,S101,95.04,0.573,2.2,97.13
G2025010,2025-11-11,Lakers,S119,95.01,0.573,2.2,97.1
G2025010,2025-11-11,Lakers,S125,94.99,0.573,2.2,97.08
G2025010,2025-11-11,Lakers,S123,94.97,0.573,2.2,97.06
G2025010,2025-11-11,Lakers,S128,94.95,0.573,2.2,97.04
G2025010,2025-11-11,Lakers,S116,94.92,0.573,2.2,97.01
G2025010,2025-11-11,Lakers,S121,94.91,0.573,2.2,97.0
G2025010,2025-11-11,Lakers,S120,94.88,0.573,2.2,96.97
G2025010,2025-11-11,Lakers,S102,94.85,0.573,2.2,96.94
G2025010,2025-11-11,Lakers,S124,94.85,0.573,2.2,96.94
G2025010,2025-11-11,Lakers,S113,94.82,0.573,2.2,96.91
G2025010,2025-11-11,Lakers,S104,94.81,0.573,2.2,96.9
G2025010,2025-11-11,Lakers,S131,94.79,0.573,2.2,96.88
G2025010,2025-11-11,Lakers,S130,94.79,0.573,2.2,96.88
G2025010,2025-11-11,Lakers,S111,94.73,0.573,2.2,96.81
G2025010,2025-11-11,Lakers,S126,94.72,0.573,2.2,96.8
G2025010,2025-11-11,Lakers,S105,94.61,0.573,2.2,96.69
